Accession	Class
BsCD00429664	0
BsCD00429665	2
BsCD00429666	2
BsCD00429667	2
BsCD00530845	2
BsCD00530989	2
BsCD00530990	1
BsCD00531031	2
BsCD00531066	2
BsCD00531067	2
BsCD00531068	1
BsCD00531069	2
BsCD00531184	2
BsCD00531185	2
BsCD00531186	2
BsCD00531187	2
BsCD00531201	1
BsCD00531270	1
BsCD00531316	2
BsCD00531317	2
BsCD00531318	2
BsCD00531319	2
BsCD00531320	2
BsCD00531321	2
BsCD00531322	2
BsCD00531323	2
BsCD00531324	2
BsCD00531325	2
BsCD00531326	1
BsCD00531327	2
BsCD00531328	2
BsCD00535924	1
BsCD00535925	2
BsCD00535926	2
BsCD00535927	2
BsCD00536111	2
BsCD00539614	2
BsCD00539615	2
BsCD00540493	1
BsCD00540494	1
BsCD00540495	2
BsCD00540496	2
BsCD00590197	1
BsCD00590198	1
BsCD00591387	2
BsCD00591532	2
BsCD00591533	2
BsCD00591534	2
BsCD00591550	2
BsCD00591559	2
BsCD00597912	2
BsCD00597913	2
BsCD00597914	2
BsCD00597915	2
BsCD00597916	0
BsCD00597917	2
BsCD00597918	2
BsCD00597919	0
BsCD00598800	2
BsCD00598801	2
BsCD00598803	2
BsCD00598817	1
BsCD00598818	1
BsCD00605596	2
BsCD00605598	2
BsCD00605599	1
BsCD00627787	2
BsCD00627788	2
BsCD00627810	1
BsCD00628097	1
BsCD00665972	2
BsCD00665994	1
BsCD00665999	2
BsCD00666000	1
BsCD00666020	2
BsCD00666024	1
BsCD00666045	2
BtCD00331481	0
BtCD00331561	2
BtCD00331562	2
BtCD00331619	2
BtCD00331700	2
BtCD00334758	0
BtCD00334759	2
BtCD00334760	2
BtCD00334761	2
BtCD00334850	2
BtCD00334851	2
BtCD00334852	2
BtCD00334853	2
BtCD00334854	2
BtCD00334927	2
BtCD00338387	0
BtCD00338388	1
BtCD00338389	1
BtCD00338390	1
BtCD00338391	1
BtCD00338392	0
BtCD00338410	2
BtCD00338411	2
BtCD00338412	1
BtCD00338500	1
BtCD00338581	2
BtCD00338637	2
BtCD00338649	2
BtCD00339531	2
BtCD00339532	1
BtCD00339533	2
BtCD00339534	0
BtCD00339535	0
BtCD00339536	2
BtCD00339537	2
BtCD00339538	2
BtCD00339539	1
BtCD00339540	1
BtCD00339553	2
BtCD00339554	1
BtCD00339555	1
BtCD00339556	1
BtCD00339557	2
BtCD00339558	1
BtCD00339559	1
BtCD00339560	1
BtCD00339698	1
BtCD00339732	2
BtCD00339733	2
BtCD00339734	1
BtCD00339735	2
BtCD00339736	0
BtCD00339737	2
BtCD00339738	2
BtCD00339739	2
BtCD00339740	1
BtCD00339741	2
BtCD00339742	1
BtCD00339743	2
BtCD00339744	2
BtCD00339745	1
BtCD00339746	2
BtCD00339864	0
BtCD00339865	2
BtCD00339866	0
BtCD00339867	0
BtCD00339868	2
BtCD00339869	2
BtCD00339870	2
BtCD00339871	1
BtCD00339872	2
BtCD00339873	2
BtCD00340084	1
BtCD00340085	2
BtCD00342884	2
BtCD00342885	0
BtCD00342886	2
BtCD00342887	2
BtCD00342888	0
BtCD00342889	2
BtCD00342890	2
BtCD00342891	2
BtCD00342892	2
BtCD00342893	2
BtCD00342894	0
BtCD00342895	2
BtCD00342896	2
BtCD00342897	2
BtCD00342898	2
BtCD00342899	2
BtCD00342900	2
BtCD00342901	0
BtCD00342902	2
BtCD00342903	2
BtCD00342904	2
BtCD00344081	2
BtCD00344082	2
BtCD00344083	2
BtCD00344084	2
BtCD00344085	2
BtCD00344086	1
BtCD00344087	2
BtCD00344088	2
BtCD00344089	2
BtCD00344090	2
BtCD00344091	2
BtCD00344092	2
BtCD00344190	0
BtCD00344191	0
BtCD00344192	2
BtCD00344193	2
BtCD00344194	2
BtCD00384734	2
BtCD00384735	2
BtCD00384736	0
BtCD00384737	2
BtCD00384738	0
BtCD00384739	0
BtCD00384740	2
BtCD00384741	2
BtCD00384742	2
BtCD00384781	0
BtCD00384872	2
BtCD00384961	1
BtCD00397436	2
BtCD00397437	2
BtCD00397438	2
BtCD00397439	2
BtCD00397440	2
BtCD00397441	2
BtCD00397444	0
BtCD00397445	1
BtCD00397446	2
BtCD00397447	2
BtCD00397448	0
BtCD00397449	2
BtCD00422903	2
BtCD00422929	2
BtCD00422932	2
BtCD00422984	2
BtCD00423096	2
BtCD00423097	1
BtCD00423098	1
BtCD00423114	1
BtCD00423117	1
BtCD00423118	2
BtCD00423131	2
BtCD00423320	0
BtCD00423321	2
BtCD00423436	2
BtCD00423437	2
BtCD00423438	0
BtCD00423439	2
BtCD00423440	2
BtCD00423441	2
BtCD00423445	2
BtCD00423451	2
BtCD00423454	2
BtCD00530743	2
BtCD00530744	2
BtCD00530745	2
BtCD00530758	0
BtCD00530760	2
BtCD00530805	2
BtCD00530809	2
BtCD00530835	2
BtCD00530967	2
BtCD00530985	2
BtCD00530991	0
BtCD00530992	0
BtCD00530993	2
BtCD00531007	2
BtCD00531043	2
BtCD00531044	2
BtCD00531045	2
BtCD00531046	2
BtCD00531047	2
BtCD00531048	2
BtCD00531049	1
BtCD00531050	2
BtCD00531051	1
BtCD00531052	0
BtCD00531053	0
BtCD00531054	2
BtCD00531055	1
BtCD00531095	1
BtCD00531241	2
BtCD00531271	2
BtCD00536152	1
BtCD00536153	1
BtCD00536497	0
BtCD00536498	1
BtCD00536499	1
BtCD00536500	1
BtCD00539967	0
BtCD00539968	1
BtCD00540116	0
BtCD00540162	2
BtCD00540163	2
BtCD00540164	2
BtCD00540165	2
BtCD00540311	1
BtCD00540312	0
BtCD00540313	1
BtCD00540314	0
BtCD00540315	0
BtCD00540316	0
BtCD00540454	2
BtCD00540681	2
BtCD00540682	2
BtCD00540683	1
BtCD00540684	1
BtCD00540685	1
BtCD00540686	1
BtCD00540687	1
BtCD00540737	1
BtCD00540738	1
BtCD00540739	2
BtCD00540740	1
BtCD00540741	2
BtCD00540742	1
BtCD00540743	2
BtCD00540744	2
BtCD00540745	2
BtCD00540881	2
BtCD00540913	2
BtCD00583990	2
BtCD00585577	0
BtCD00585578	1
BtCD00585579	0
BtCD00585580	2
BtCD00585581	2
BtCD00585582	2
BtCD00585583	0
BtCD00585589	2
BtCD00590213	1
BtCD00590214	1
BtCD00590281	0
BtCD00590310	2
BtCD00590311	2
BtCD00591338	2
BtCD00591339	2
BtCD00591462	0
BtCD00591463	1
BtCD00591464	1
BtCD00591540	2
BtCD00596910	2
BtCD00597188	2
BtCD00597189	1
BtCD00598822	1
BtCD00598828	2
BtCD00598850	2
BtCD00600538	1
BtCD00600539	1
BtCD00600540	1
BtCD00600541	1
BtCD00600542	1
BtCD00600543	0
BtCD00600544	1
BtCD00600545	1
BtCD00600546	1
BtCD00600547	1
BtCD00600548	1
BtCD00600549	1
BtCD00600550	1
BtCD00600551	1
BtCD00600553	1
BtCD00600554	1
BtCD00600555	1
BtCD00600556	1
BtCD00600557	1
BtCD00600558	1
BtCD00600792	0
BtCD00626412	0
BtCD00627665	2
BtCD00627666	1
BtCD00627667	0
BtCD00627668	0
BtCD00627669	2
BtCD00627670	2
BtCD00627671	2
BtCD00627783	2
BtCD00627784	2
BtCD00627785	2
BtCD00627786	2
BtCD00627964	2
BtCD00627998	2
BtCD00628003	2
BtCD00628007	2
BtCD00665613	0
BtCD00665614	1
BtCD00665615	0
BtCD00665651	2
BtCD00665653	2
BtCD00665654	2
BtCD00665655	2
BtCD00665656	2
BtCD00665657	2
BtCD00665667	2
BtCD00665668	2
BtCD00665694	2
BtCD00665747	2
BtCD00665805	1
BtCD00665806	2
BtCD00665807	0
BtCD00665808	2
BtCD00665809	0
BtCD00665810	0
BtCD00665813	2
BtCD00665817	0
BtCD00665822	2
BtCD00665823	2
BtCD00665824	1
BtCD00665825	2
BtCD00665826	2
BtCD00665845	2
BtCD00665846	2
BtCD00665854	2
BtCD00665867	1
BtCD00665868	2
BtCD00665869	2
BtCD00665870	2
BtCD00665871	0
BtCD00665872	2
BtCD00665874	0
BtCD00665875	2
BtCD00665946	2
BtCD00665950	2
BtCD00666056	2
BtCD00666057	2
BtCD00666126	2
BtCD00666236	0
BtCD00666289	2
BtCD00670614	1
BvCD00331162	1
BvCD00331163	1
BvCD00331164	1
BvCD00334750	2
BvCD00334751	2
BvCD00334752	2
BvCD00334753	2
BvCD00334754	2
BvCD00334755	2
BvCD00334756	2
BvCD00334757	2
BvCD00338386	2
BvCD00339939	2
BvCD00339940	2
BvCD00339941	2
BvCD00385420	1
BvCD00422982	1
BvCD00530879	1
BvCD00536154	0
BvCD00536155	0
BvCD00536156	1
BvCD00536158	0
BvCD00536159	2
BvCD00536160	0
BvCD00536161	2
BvCD00536162	0
BvCD00540670	1
BvCD00540671	1
BvCD00540672	2
BvCD00540673	1
BvCD00540674	2
BvCD00540675	1
BvCD00540676	2
BvCD00540677	2
BvCD00540678	0
BvCD00540679	2
BvCD00540680	2
BvCD00540910	1
BvCD00540911	2
BvCD00540912	1
BvCD00583988	2
BvCD00583989	2
BvCD00627926	2
BvCD00651802	1
BvCD00665924	0
BvCD00666256	2
CaCD00334925	2
CaCD00334926	0
CaCD00334965	2
CaCD00339328	2
CaCD00339329	0
CaCD00339330	0
CaCD00339331	1
CaCD00339332	0
CaCD00339333	1
CaCD00339334	2
CaCD00339335	1
CaCD00339548	0
CaCD00339549	0
CaCD00339550	0
CaCD00339551	0
CaCD00339552	0
CaCD00339822	0
CaCD00339823	2
CaCD00339824	0
CaCD00344071	2
CaCD00344072	2
CaCD00344073	2
CaCD00344074	2
CaCD00344075	1
CaCD00344076	2
CaCD00344077	2
CaCD00344078	2
CaCD00344079	2
CaCD00344080	2
CaCD00344358	2
CaCD00344359	1
CaCD00344360	1
CaCD00344361	2
CaCD00385259	2
CaCD00385260	0
CaCD00385261	2
CaCD00385262	0
CaCD00385263	2
CaCD00385264	1
CaCD00385265	1
CaCD00385266	1
CaCD00385267	0
CaCD00385268	0
CaCD00385269	2
CaCD00397377	2
CaCD00397378	2
CaCD00397379	0
CaCD00397380	2
CaCD00397381	2
CaCD00397382	2
CaCD00397383	2
CaCD00397384	2
CaCD00397385	2
CaCD00397386	2
CaCD00423042	2
CaCD00423421	2
CaCD00423422	0
CaCD00423423	0
CaCD00423424	2
CaCD00423425	0
CaCD00423426	2
CaCD00423427	0
CaCD00423435	1
CaCD00423467	0
CaCD00530843	0
CaCD00530844	1
CaCD00530919	1
CaCD00530968	0
CaCD00531107	2
CaCD00531108	2
CaCD00531109	2
CaCD00531110	0
CaCD00531111	0
CaCD00531112	0
CaCD00531113	2
CaCD00531114	0
CaCD00531115	0
CaCD00531265	0
CaCD00531292	2
CaCD00531293	2
CaCD00536412	2
CaCD00536413	2
CaCD00536414	2
CaCD00536415	2
CaCD00536416	2
CaCD00536417	2
CaCD00536418	2
CaCD00536419	2
CaCD00536420	2
CaCD00540344	2
CaCD00540346	0
CaCD00540430	2
CaCD00540431	2
CaCD00540432	2
CaCD00540433	2
CaCD00540434	2
CaCD00540435	0
CaCD00540980	0
CaCD00583986	0
CaCD00583987	2
CaCD00590144	2
CaCD00590145	2
CaCD00590146	2
CaCD00596903	0
CaCD00596904	2
CaCD00597186	2
CaCD00597187	2
CaCD00598823	0
CaCD00627660	2
CaCD00627661	0
CaCD00627662	0
CaCD00627663	2
CaCD00627664	2
CaCD00627721	0
CaCD00627722	0
CaCD00627723	2
CaCD00627724	2
CaCD00666214	0
CaCD00670632	2
CcCD00331151	0
CcCD00331152	0
CcCD00331153	0
CcCD00331154	1
CcCD00331155	1
CcCD00334715	2
CcCD00334716	2
CcCD00334717	2
CcCD00344475	0
CcCD00344476	0
CcCD00384730	2
CcCD00384731	2
CcCD00384732	1
CcCD00384733	2
CcCD00384770	0
CcCD00384771	1
CcCD00384772	0
CcCD00384773	2
CcCD00384774	0
CcCD00384775	2
CcCD00384776	2
CcCD00384896	2
CcCD00384897	0
CcCD00384898	0
CcCD00385092	0
CcCD00385093	0
CcCD00385094	2
CcCD00385095	2
CcCD00385096	2
CcCD00385097	1
CcCD00385098	2
CcCD00385099	2
CcCD00385100	2
CcCD00385101	2
CcCD00385102	2
CcCD00422880	2
CcCD00530766	1
CcCD00531267	2
CcCD00531284	0
CcCD00536503	0
CcCD00536504	2
CcCD00536505	2
CcCD00540267	0
CcCD00540512	1
CcCD00540513	0
CcCD00540514	0
CcCD00540515	2
CcCD00540637	2
CcCD00540638	0
CcCD00540639	0
CcCD00540726	0
CcCD00546445	0
CcCD00546446	0
CcCD00546447	0
CcCD00546448	0
CcCD00546449	0
CcCD00546450	0
CcCD00546451	0
CcCD00546452	1
CcCD00546453	1
CcCD00627952	0
CcCD00666028	0
CcCD00666164	0
CcCD00666266	0
CdCD00331618	2
CdCD00334746	1
CdCD00334747	2
CdCD00334748	2
CdCD00334749	2
CdCD00334921	2
CdCD00334922	1
CdCD00334923	2
CdCD00334924	1
CdCD00334962	2
CdCD00334963	1
CdCD00334964	0
CdCD00336891	1
CdCD00338318	2
CdCD00338498	2
CdCD00338499	1
CdCD00339312	2
CdCD00339313	2
CdCD00339314	2
CdCD00339315	1
CdCD00339316	2
CdCD00339317	1
CdCD00339318	2
CdCD00339319	1
CdCD00339320	1
CdCD00339321	2
CdCD00339322	2
CdCD00339323	2
CdCD00339324	1
CdCD00339325	2
CdCD00339326	1
CdCD00339327	2
CdCD00339546	1
CdCD00339547	2
CdCD00339963	2
CdCD00339970	1
CdCD00339971	0
CdCD00339972	1
CdCD00339973	2
CdCD00339974	1
CdCD00339975	1
CdCD00339976	0
CdCD00339977	0
CdCD00339978	2
CdCD00339979	0
CdCD00339980	0
CdCD00339981	0
CdCD00339982	0
CdCD00339983	0
CdCD00340112	0
CdCD00340113	0
CdCD00342719	0
CdCD00342720	2
CdCD00342721	2
CdCD00342722	2
CdCD00342723	1
CdCD00342724	1
CdCD00342725	1
CdCD00342726	0
CdCD00343831	0
CdCD00343832	2
CdCD00343833	2
CdCD00343834	2
CdCD00343835	0
CdCD00343836	2
CdCD00344345	2
CdCD00344603	2
CdCD00344604	2
CdCD00344605	1
CdCD00385419	2
CdCD00422953	2
CdCD00422980	1
CdCD00422988	1
CdCD00423105	0
CdCD00423147	2
CdCD00530838	2
CdCD00530839	2
CdCD00531127	1
CdCD00531128	2
CdCD00531129	0
CdCD00531130	0
CdCD00531131	2
CdCD00531132	2
CdCD00531133	0
CdCD00531134	1
CdCD00531135	2
CdCD00531136	0
CdCD00531137	0
CdCD00531138	0
CdCD00531139	1
CdCD00531140	1
CdCD00531158	2
CdCD00540669	0
CdCD00591147	0
CdCD00591148	2
CdCD00591149	2
CdCD00591150	0
CdCD00591151	0
CdCD00591152	0
CdCD00591340	2
CdCD00591341	2
CdCD00591342	0
CdCD00591343	0
CdCD00591344	1
CdCD00591518	2
CdCD00591519	2
CdCD00598836	2
CdCD00627728	2
CdCD00627729	0
CdCD00627730	2
CdCD00627742	2
CdCD00627743	2
CdCD00627744	2
CdCD00627780	1
CdCD00627857	0
CdCD00627858	2
CdCD00627859	1
CdCD00627860	0
CdCD00627861	1
CdCD00627862	0
CdCD00628060	2
CdCD00628084	0
CdCD00666089	0
CdCD00666203	0
CdCD00666213	2
CeCD00339821	0
CgCD00331701	1
CgCD00334668	2
CgCD00334671	2
CgCD00334672	0
CgCD00334674	2
CgCD00334675	2
CgCD00334676	0
CgCD00334677	0
CgCD00334678	2
CgCD00334692	2
CgCD00338493	2
CgCD00338494	0
CgCD00338495	1
CgCD00338496	2
CgCD00338497	2
CgCD00338575	0
CgCD00338576	2
CgCD00339938	2
CgCD00343837	0
CgCD00343838	0
CgCD00343839	2
CgCD00343840	2
CgCD00343841	2
CgCD00343842	2
CgCD00343843	2
CgCD00343844	2
CgCD00343845	2
CgCD00343846	2
CgCD00343847	2
CgCD00343848	0
CgCD00384719	2
CgCD00384720	2
CgCD00384721	2
CgCD00384722	2
CgCD00384723	2
CgCD00384724	0
CgCD00384725	2
CgCD00384726	1
CgCD00384727	1
CgCD00384728	0
CgCD00384729	2
CgCD00384786	2
CgCD00384787	2
CgCD00422979	1
CgCD00423005	1
CgCD00530726	0
CgCD00530727	0
CgCD00530728	2
CgCD00530729	0
CgCD00530895	1
CgCD00530897	2
CgCD00531118	2
CgCD00536408	0
CgCD00536409	2
CgCD00536410	2
CgCD00536411	2
CgCD00540666	2
CgCD00540667	0
CgCD00540668	0
CgCD00540729	2
CgCD00540730	2
CgCD00540778	0
CgCD00540779	0
CgCD00583979	0
CgCD00583980	1
CgCD00583981	2
CgCD00583982	2
CgCD00583983	1
CgCD00583984	2
CgCD00583985	2
CgCD00591130	2
CgCD00591131	0
CgCD00591132	1
CgCD00591133	1
CgCD00591134	0
CgCD00591135	1
CgCD00591136	0
CgCD00591137	1
CgCD00591138	1
CgCD00591139	1
CgCD00591140	2
CgCD00591141	1
CgCD00591142	0
CgCD00591143	1
CgCD00591144	2
CgCD00591145	1
CgCD00591146	1
CgCD00591289	1
CgCD00591290	0
CgCD00591291	1
CgCD00591336	2
CgCD00591337	0
CgCD00598708	2
CgCD00598793	2
CgCD00627901	2
CgCD00628047	2
CgCD00666058	2
CgCD00666145	2
CgCD00666152	0
CgCD00666153	2
ChCD00331161	1
ChCD00331615	1
ChCD00331616	1
ChCD00331617	0
ChCD00334955	0
ChCD00338571	1
ChCD00338572	0
ChCD00338573	2
ChCD00338574	0
ChCD00340082	2
ChCD00340083	1
ChCD00341351	1
ChCD00341352	1
ChCD00341353	1
ChCD00344346	0
ChCD00344347	0
ChCD00344348	0
ChCD00344349	0
ChCD00422983	0
ChCD00539656	1
ChCD00539657	1
ChCD00539658	0
ChCD00540906	1
ChCD00540907	2
ChCD00540908	1
ChCD00540909	1
ChCD00583962	2
ChCD00583963	2
ChCD00583964	2
ChCD00583965	2
ChCD00583966	2
ChCD00583967	2
ChCD00583968	2
ChCD00583969	2
ChCD00583970	2
ChCD00583971	2
ChCD00583972	2
ChCD00583973	2
ChCD00583974	2
ChCD00583975	2
ChCD00583976	2
ChCD00583977	2
ChCD00583978	2
ChCD00584516	2
ChCD00590495	2
ChCD00590496	2
ChCD00590497	2
ChCD00590498	2
ChCD00590499	2
ChCD00591128	1
ChCD00591129	1
ChCD00591381	2
ChCD00591382	1
ChCD00598688	1
ChCD00605631	0
ChCD00627831	2
ChCD00627925	1
ChCD00628013	2
ChCD00665883	1
CjCD00334679	2
CjCD00334680	0
CjCD00334681	0
CjCD00334682	2
CjCD00334683	2
CjCD00334684	0
CjCD00334686	0
CjCD00334969	1
CjCD00334970	2
CjCD00334971	2
CjCD00334972	0
CjCD00339521	2
CjCD00339522	1
CjCD00339523	2
CjCD00339524	1
CjCD00339525	1
CjCD00339920	2
CjCD00339966	2
CjCD00385287	0
CjCD00385288	2
CjCD00385289	1
CjCD00385290	2
CjCD00385291	2
CjCD00385292	2
CjCD00385293	1
CjCD00422859	2
CjCD00530730	0
CjCD00530746	0
CjCD00531116	0
CjCD00531117	2
CjCD00536133	2
CjCD00536134	1
CjCD00540348	1
CjCD00540444	2
CjCD00540445	1
CjCD00627725	0
CjCD00627726	0
CjCD00627902	2
CjCD00627903	0
CjCD00627955	1
CjCD00627988	2
CjCD00628034	2
CjCD00628080	2
CjCD00666263	0
CjCD00666264	2
ClCD00338862	2
ClCD00338863	2
ClCD00338864	2
ClCD00338865	2
ClCD00338866	2
ClCD00341440	2
ClCD00341441	2
ClCD00341442	2
ClCD00341443	2
ClCD00341444	2
ClCD00341445	2
ClCD00341446	2
ClCD00341447	2
ClCD00536077	2
ClCD00536078	0
ClCD00536079	1
ClCD00536080	2
ClCD00536081	0
ClCD00536082	1
ClCD00536083	0
ClCD00536084	2
ClCD00536085	1
ClCD00536086	2
ClCD00536087	2
ClCD00536088	0
ClCD00536089	0
ClCD00536395	1
ClCD00536396	0
ClCD00536397	2
ClCD00536398	2
ClCD00540295	2
ClCD00540296	1
ClCD00540297	1
ClCD00540298	1
ClCD00540299	1
ClCD00540539	1
ClCD00540540	2
ClCD00584274	2
ClCD00584275	1
ClCD00584276	0
ClCD00590297	2
ClCD00590298	2
ClCD00590299	2
ClCD00590300	2
ClCD00590301	2
ClCD00590302	2
ClCD00590303	2
ClCD00590304	0
ClCD00590305	2
ClCD00590306	2
ClCD00627844	2
ClCD00627987	0
CmCD00338511	2
CmCD00338512	2
CmCD00338513	2
CmCD00338514	2
CmCD00338515	0
CmCD00338516	2
CmCD00338517	2
CmCD00338518	2
CmCD00338519	2
CmCD00338520	1
CmCD00338521	1
CmCD00338522	0
CmCD00384675	2
CmCD00384676	0
CmCD00384677	2
CmCD00384678	2
CmCD00384679	0
CmCD00384680	2
CmCD00384681	0
CmCD00384682	1
CmCD00384683	0
CmCD00384684	2
CmCD00384685	0
CmCD00384686	0
CmCD00384687	0
CmCD00384688	2
CmCD00384689	0
CmCD00536163	0
CmCD00536164	0
CmCD00536165	0
CmCD00536166	0
CmCD00536167	0
CmCD00536168	1
CmCD00591469	2
CmCD00591470	2
CmCD00591471	0
CmCD00591472	0
CmCD00591473	0
CmCD00591474	1
CmCD00598804	2
CmCD00628052	2
CpCD00331004	0
CpCD00331005	2
CpCD00331006	1
CpCD00331007	2
CpCD00331008	2
CpCD00331009	1
CpCD00331010	2
CpCD00331011	2
CpCD00331012	0
CpCD00331013	2
CpCD00331014	2
CpCD00331015	2
CpCD00331016	2
CpCD00331017	2
CpCD00331018	2
CpCD00331019	2
CpCD00331020	2
CpCD00331021	0
CpCD00331022	2
CpCD00331023	2
CpCD00331024	0
CpCD00331025	0
CpCD00331612	0
CpCD00331613	2
CpCD00331614	2
CpCD00334848	2
CpCD00334919	2
CpCD00334920	0
CpCD00338482	0
CpCD00338483	1
CpCD00338484	1
CpCD00338485	2
CpCD00338486	1
CpCD00338487	1
CpCD00338488	1
CpCD00338489	2
CpCD00338490	2
CpCD00338491	2
CpCD00338492	2
CpCD00338553	0
CpCD00338554	1
CpCD00338555	0
CpCD00338556	2
CpCD00338557	2
CpCD00338558	2
CpCD00338559	0
CpCD00338560	1
CpCD00339059	0
CpCD00339060	1
CpCD00339636	0
CpCD00339637	1
CpCD00339638	0
CpCD00339639	2
CpCD00339640	0
CpCD00339641	0
CpCD00339642	0
CpCD00339643	2
CpCD00339644	0
CpCD00339936	0
CpCD00339937	1
CpCD00339962	2
CpCD00340080	2
CpCD00340081	0
CpCD00340100	0
CpCD00340101	2
CpCD00340102	1
CpCD00340103	1
CpCD00340104	1
CpCD00340105	1
CpCD00340106	0
CpCD00340107	2
CpCD00343761	0
CpCD00343762	0
CpCD00343763	2
CpCD00343764	2
CpCD00343765	2
CpCD00343766	2
CpCD00343767	2
CpCD00343769	2
CpCD00343770	2
CpCD00343777	2
CpCD00343778	2
CpCD00343849	1
CpCD00343850	2
CpCD00343851	2
CpCD00343976	2
CpCD00343978	2
CpCD00343980	2
CpCD00343982	2
CpCD00343986	2
CpCD00343987	1
CpCD00344000	2
CpCD00344069	0
CpCD00344070	2
CpCD00344124	2
CpCD00344125	2
CpCD00344126	2
CpCD00344127	1
CpCD00344128	2
CpCD00344129	2
CpCD00344130	2
CpCD00344131	1
CpCD00344188	0
CpCD00344189	1
CpCD00344381	2
CpCD00344382	2
CpCD00344383	1
CpCD00344384	1
CpCD00344385	0
CpCD00344386	0
CpCD00344606	2
CpCD00384779	1
CpCD00384780	2
CpCD00385252	2
CpCD00385253	2
CpCD00385254	2
CpCD00385255	2
CpCD00385256	1
CpCD00385257	2
CpCD00385258	0
CpCD00397359	2
CpCD00397360	2
CpCD00397361	2
CpCD00397362	2
CpCD00397363	2
CpCD00397364	2
CpCD00397365	2
CpCD00397366	2
CpCD00397367	2
CpCD00397368	0
CpCD00397369	0
CpCD00397370	2
CpCD00397371	2
CpCD00397372	1
CpCD00397373	2
CpCD00397374	2
CpCD00397375	2
CpCD00397376	0
CpCD00422952	2
CpCD00422959	0
CpCD00423000	0
CpCD00423002	0
CpCD00423158	1
CpCD00423160	0
CpCD00423161	1
CpCD00423162	0
CpCD00423163	1
CpCD00423444	2
CpCD00423465	2
CpCD00423466	2
CpCD00530740	0
CpCD00530799	2
CpCD00530893	1
CpCD00530894	1
CpCD00530896	1
CpCD00530984	1
CpCD00531021	2
CpCD00531105	0
CpCD00531106	2
CpCD00531163	0
CpCD00531291	2
CpCD00531966	0
CpCD00531978	0
CpCD00536406	2
CpCD00539972	0
CpCD00539973	0
CpCD00540127	1
CpCD00540129	2
CpCD00540130	2
CpCD00540131	1
CpCD00540132	1
CpCD00540133	0
CpCD00540134	1
CpCD00540135	0
CpCD00540136	1
CpCD00540137	2
CpCD00540138	1
CpCD00540139	2
CpCD00540140	2
CpCD00540141	1
CpCD00540142	1
CpCD00540143	2
CpCD00540144	2
CpCD00540145	1
CpCD00540146	1
CpCD00540147	1
CpCD00540148	0
CpCD00540149	1
CpCD00540150	1
CpCD00540300	2
CpCD00540301	2
CpCD00540302	2
CpCD00540303	2
CpCD00540304	2
CpCD00540305	2
CpCD00540306	2
CpCD00540307	2
CpCD00540308	2
CpCD00540309	2
CpCD00540310	2
CpCD00540338	2
CpCD00540339	2
CpCD00540340	0
CpCD00540341	1
CpCD00540342	0
CpCD00540343	2
CpCD00540423	2
CpCD00540508	2
CpCD00540509	1
CpCD00540510	2
CpCD00540511	1
CpCD00540800	0
CpCD00540857	1
CpCD00540858	2
CpCD00540859	2
CpCD00540860	1
CpCD00540861	2
CpCD00540862	0
CpCD00540863	2
CpCD00540864	2
CpCD00540865	0
CpCD00540904	1
CpCD00540905	1
CpCD00540944	2
CpCD00540981	2
CpCD00540982	2
CpCD00540983	2
CpCD00584518	2
CpCD00585197	2
CpCD00585198	2
CpCD00585199	2
CpCD00591333	2
CpCD00591334	1
CpCD00591335	0
CpCD00591564	1
CpCD00598767	1
CpCD00598768	2
CpCD00600777	2
CpCD00605780	0
CpCD00627741	2
CpCD00627764	1
CpCD00627765	2
CpCD00627779	0
CpCD00627924	1
CpCD00628021	2
CpCD00628112	1
CpCD00665599	1
CpCD00665600	2
CpCD00665633	2
CpCD00665738	2
CpCD00665739	2
CpCD00665740	2
CpCD00665843	0
CpCD00665844	0
CpCD00665938	1
CpCD00665956	2
CpCD00666029	0
CpCD00666059	1
CpCD00666115	2
CpCD00666172	2
CpCD00666186	2
CpCD00666239	1
CpCD00666240	0
CpCD00666277	0
CsCD00331156	1
CsCD00331157	1
CsCD00331158	2
CsCD00331250	0
CsCD00331251	0
CsCD00331252	0
CsCD00331253	2
CsCD00331254	0
CsCD00331255	2
CsCD00331256	2
CsCD00331257	0
CsCD00331258	0
CsCD00331259	0
CsCD00331260	0
CsCD00331261	0
CsCD00331262	0
CsCD00331263	2
CsCD00331983	2
CsCD00331986	2
CsCD00331987	2
CsCD00331988	2
CsCD00331989	2
CsCD00334812	1
CsCD00334813	0
CsCD00334814	2
CsCD00334815	2
CsCD00334816	2
CsCD00338563	2
CsCD00338564	2
CsCD00338565	0
CsCD00338566	2
CsCD00338567	0
CsCD00338568	2
CsCD00338569	2
CsCD00338570	0
CsCD00339612	2
CsCD00385408	1
CsCD00385409	2
CsCD00385410	1
CsCD00385411	2
CsCD00385412	2
CsCD00385413	1
CsCD00385414	0
CsCD00385415	0
CsCD00385416	2
CsCD00385417	2
CsCD00385418	2
CsCD00530876	1
CsCD00530904	0
CsCD00536394	2
CsCD00540663	0
CsCD00540664	1
CsCD00540665	0
CsCD00584286	1
CsCD00584287	1
CsCD00584288	2
CsCD00584289	1
CsCD00584290	2
CsCD00584291	2
CsCD00584292	2
CsCD00584293	2
CsCD00584294	2
CsCD00584295	2
CsCD00584296	1
CsCD00584297	2
CsCD00590115	2
CsCD00590909	2
CsCD00591127	2
CsCD00598685	1
CsCD00598686	1
CsCD00598687	0
CsCD00598750	1
